Year,Era,NOC,Country_Name,Is_Host,Athlete_Count,Sports_Participated_Count,Events_Participated_Count,Global_Total_Events,Gold,Total_Medals,Gold_Share,Medal_Share,Lagged_Total_Medals,score,pi,lambda1,prob_break_zero
2000,Maturity,MON,Monaco,0,4,4,4,667.0,0.0,0.0,0.0,0.0,0.0,3.1049999999999995,0.9570985196432062,5.333992395002528,0.04269449061893609
2004,Maturity,MON,Monaco,0,3,3,3,669.0,0.0,0.0,0.0,0.0,0.0,3.0709,0.9556763112387718,5.333992395002528,0.04410983719617096
2008,Maturity,MON,Monaco,0,5,5,5,673.0,0.0,0.0,0.0,0.0,0.0,3.1391,0.9584770765813265,5.333992395002528,0.04132258489976841
2012,Maturity,MON,Monaco,0,6,6,6,670.0,0.0,0.0,0.0,0.0,0.0,3.1731999999999996,0.9598131961929572,5.333992395002528,0.03999291175678767
2016,Maturity,MON,Monaco,0,3,3,8,682.0,0.0,0.0,0.0,0.0,0.0,3.0709,0.9556763112387718,5.333992395002528,0.04410983719617096
2020,Maturity,MON,Monaco,0,6,5,6,761.0,0.0,0.0,0.0,0.0,0.0,2.7325,0.9389173734549439,5.333992395002528,0.06078791697440571
2024,Maturity,MON,Monaco,0,6,6,6,738.0,0.0,0.0,0.0,0.0,0.0,3.1731999999999996,0.9598131961929572,5.333992395002528,0.03999291175678767
1948,Formation,MYA,Myanmar,0,4,3,5,312.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
1952,Formation,MYA,Myanmar,0,5,2,5,338.0,0.0,0.0,0.0,0.0,0.0,1.817,0.860205761297488,5.333992395002528,0.139119763775717
1956,Formation,MYA,Myanmar,0,11,4,11,342.0,0.0,0.0,0.0,0.0,0.0,0.2587999999999999,0.5643412823767135,5.333992395002528,0.4335567648933041
1960,Formation,MYA,Myanmar,0,10,5,9,340.0,0.0,0.0,0.0,0.0,0.0,1.1061,0.751401316164842,5.333992395002528,0.24739925258078527
1964,Formation,MYA,Myanmar,0,11,5,11,370.0,0.0,0.0,0.0,0.0,0.0,0.6995,0.668076906410697,5.333992395002528,0.3303216412953597
1968,Formation,MYA,Myanmar,0,4,2,3,386.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
1972,Formation,MYA,Myanmar,0,17,4,7,439.0,0.0,0.0,0.0,0.0,0.0,-2.1808000000000005,0.10148795411735502,5.333992395002528,0.8941769327049072
1980,Formation,MYA,Myanmar,0,2,2,2,454.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
1984,Formation,MYA,Myanmar,0,1,1,1,492.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
1988,Formation,MYA,Myanmar,0,2,1,3,528.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
1992,Maturity,MYA,Myanmar,0,4,2,5,573.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
1996,Maturity,MYA,Myanmar,0,3,2,3,604.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2000,Maturity,MYA,Myanmar,0,6,4,7,667.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2004,Maturity,MYA,Myanmar,0,2,2,2,669.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2008,Maturity,MYA,Myanmar,0,6,5,7,673.0,0.0,0.0,0.0,0.0,0.0,2.7325,0.9389173734549439,5.333992395002528,0.06078791697440571
2012,Maturity,MYA,Myanmar,0,6,5,6,670.0,0.0,0.0,0.0,0.0,0.0,2.7325,0.9389173734549439,5.333992395002528,0.06078791697440571
2016,Maturity,MYA,Myanmar,0,7,5,8,682.0,0.0,0.0,0.0,0.0,0.0,2.3259,0.9109994707531521,5.333992395002528,0.08857112224119706
2020,Maturity,MYA,Myanmar,0,2,2,2,761.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2024,Maturity,MYA,Myanmar,0,2,2,2,738.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
1996,Maturity,NRU,Nauru,0,3,1,3,604.0,0.0,0.0,0.0,0.0,0.0,2.1895,0.899302636772851,5.333992395002528,0.10021152169804554
2000,Maturity,NRU,Nauru,0,2,1,2,667.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2004,Maturity,NRU,Nauru,0,3,1,3,669.0,0.0,0.0,0.0,0.0,0.0,2.1895,0.899302636772851,5.333992395002528,0.10021152169804554
2008,Maturity,NRU,Nauru,0,1,1,1,673.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
2012,Maturity,NRU,Nauru,0,2,2,2,670.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2016,Maturity,NRU,Nauru,0,2,2,2,682.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2020,Maturity,NRU,Nauru,0,2,2,2,761.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2024,Maturity,NRU,Nauru,0,1,1,1,738.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
1964,Formation,NEP,Nepal,0,6,2,5,370.0,0.0,0.0,0.0,0.0,0.0,1.4103999999999999,0.8038290264690082,5.333992395002528,0.1952244938746078
1972,Formation,NEP,Nepal,0,2,1,1,439.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
1976,Formation,NEP,Nepal,0,1,1,1,444.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
1980,Formation,NEP,Nepal,0,10,3,9,454.0,0.0,0.0,0.0,0.0,0.0,0.2246999999999999,0.5559398305674393,5.333992395002528,0.4419176816372807
1984,Formation,NEP,Nepal,0,10,3,8,492.0,0.0,0.0,0.0,0.0,0.0,0.2246999999999999,0.5559398305674393,5.333992395002528,0.4419176816372807
1988,Formation,NEP,Nepal,0,16,5,17,528.0,0.0,0.0,0.0,0.0,0.0,-1.3335000000000004,0.20858101349404906,5.333992395002528,0.787600572614634
1992,Maturity,NEP,Nepal,0,2,2,2,573.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
1996,Maturity,NEP,Nepal,0,6,4,6,604.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2000,Maturity,NEP,Nepal,0,5,3,5,667.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2004,Maturity,NEP,Nepal,0,6,4,6,669.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2008,Maturity,NEP,Nepal,0,8,6,8,673.0,0.0,0.0,0.0,0.0,0.0,2.3599999999999994,0.9137258055040833,5.333992395002528,0.08585794142599754
2012,Maturity,NEP,Nepal,0,5,3,5,670.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2016,Maturity,NEP,Nepal,0,7,5,7,682.0,0.0,0.0,0.0,0.0,0.0,2.3259,0.9109994707531521,5.333992395002528,0.08857112224119706
2020,Maturity,NEP,Nepal,0,5,4,5,761.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2024,Maturity,NEP,Nepal,0,7,6,6,738.0,0.0,0.0,0.0,0.0,0.0,2.7665999999999995,0.9408440377098902,5.333992395002528,0.05887054842967154
1968,Formation,NCA,Nicaragua,0,11,3,15,386.0,0.0,0.0,0.0,0.0,0.0,-0.18190000000000017,0.45464997476006597,5.333992395002528,0.5427188372756426
1972,Formation,NCA,Nicaragua,0,8,3,10,439.0,0.0,0.0,0.0,0.0,0.0,1.0378999999999996,0.7384446064742182,5.333992395002528,0.2602934491385275
1976,Formation,NCA,Nicaragua,0,15,6,19,444.0,0.0,0.0,0.0,0.0,0.0,-0.48620000000000063,0.3807891582213859,5.333992395002528,0.6162232924271129
1980,Formation,NCA,Nicaragua,0,5,3,6,454.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
1984,Formation,NCA,Nicaragua,0,5,2,5,492.0,0.0,0.0,0.0,0.0,0.0,1.817,0.860205761297488,5.333992395002528,0.139119763775717
1992,Maturity,NCA,Nicaragua,0,8,6,9,573.0,0.0,0.0,0.0,0.0,0.0,2.3599999999999994,0.9137258055040833,5.333992395002528,0.08585794142599754
1996,Maturity,NCA,Nicaragua,0,25,5,9,604.0,0.0,0.0,0.0,0.0,0.0,-4.992900000000001,0.006740217829340701,5.333992395002528,0.9884675330401813
2000,Maturity,NCA,Nicaragua,0,6,5,6,667.0,0.0,0.0,0.0,0.0,0.0,2.7325,0.9389173734549439,5.333992395002528,0.06078791697440571
2004,Maturity,NCA,Nicaragua,0,5,3,6,669.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2008,Maturity,NCA,Nicaragua,0,6,4,7,673.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2012,Maturity,NCA,Nicaragua,0,6,4,6,670.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2016,Maturity,NCA,Nicaragua,0,5,4,5,682.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2020,Maturity,NCA,Nicaragua,0,8,6,8,761.0,0.0,0.0,0.0,0.0,0.0,2.3599999999999994,0.9137258055040833,5.333992395002528,0.08585794142599754
2024,Maturity,NCA,Nicaragua,0,7,6,7,738.0,0.0,0.0,0.0,0.0,0.0,2.7665999999999995,0.9408440377098902,5.333992395002528,0.05887054842967154
1984,Formation,OMA,Oman,0,15,3,14,492.0,0.0,0.0,0.0,0.0,0.0,-1.8083000000000005,0.1408437116538336,5.333992395002528,0.8550110576122957
1988,Formation,OMA,Oman,0,8,3,9,528.0,0.0,0.0,0.0,0.0,0.0,1.0378999999999996,0.7384446064742182,5.333992395002528,0.2602934491385275
1992,Maturity,OMA,Oman,0,5,2,5,573.0,0.0,0.0,0.0,0.0,0.0,1.817,0.860205761297488,5.333992395002528,0.139119763775717
1996,Maturity,OMA,Oman,0,4,4,5,604.0,0.0,0.0,0.0,0.0,0.0,3.1049999999999995,0.9570985196432062,5.333992395002528,0.04269449061893609
2000,Maturity,OMA,Oman,0,6,3,5,667.0,0.0,0.0,0.0,0.0,0.0,1.8510999999999997,0.8642562038660018,5.333992395002528,0.13508886365745187
2004,Maturity,OMA,Oman,0,2,2,2,669.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2008,Maturity,OMA,Oman,0,4,3,4,673.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2012,Maturity,OMA,Oman,0,3,2,3,670.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2016,Maturity,OMA,Oman,0,4,2,4,682.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2020,Maturity,OMA,Oman,0,4,4,5,761.0,0.0,0.0,0.0,0.0,0.0,3.1049999999999995,0.9570985196432062,5.333992395002528,0.04269449061893609
2024,Maturity,OMA,Oman,0,4,3,4,738.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2000,Maturity,PLW,Palau,0,5,3,5,667.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2004,Maturity,PLW,Palau,0,4,3,4,669.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2008,Maturity,PLW,Palau,0,5,3,5,673.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2012,Maturity,PLW,Palau,0,5,4,5,670.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2016,Maturity,PLW,Palau,0,5,4,6,682.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2020,Maturity,PLW,Palau,0,3,2,3,761.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2024,Maturity,PLW,Palau,0,3,2,3,738.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
1996,Maturity,PLE,Palestine,0,1,1,1,604.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
2000,Maturity,PLE,Palestine,0,2,2,2,667.0,0.0,0.0,0.0,0.0,0.0,3.0367999999999995,0.9542092114897665,5.333992395002528,0.04556985852760353
2004,Maturity,PLE,Palestine,0,3,2,3,669.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2008,Maturity,PLE,Palestine,0,4,2,4,673.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2012,Maturity,PLE,Palestine,0,5,3,5,670.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2016,Maturity,PLE,Palestine,0,6,4,6,682.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2020,Maturity,PLE,Palestine,0,5,4,5,761.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2024,Maturity,PLE,Palestine,0,8,6,8,738.0,0.0,0.0,0.0,0.0,0.0,2.3599999999999994,0.9137258055040833,5.333992395002528,0.08585794142599754
1976,Formation,PNG,Papua New Guinea,0,6,3,8,444.0,0.0,0.0,0.0,0.0,0.0,1.8510999999999997,0.8642562038660018,5.333992395002528,0.13508886365745187
1984,Formation,PNG,Papua New Guinea,0,7,2,12,492.0,0.0,0.0,0.0,0.0,0.0,1.0037999999999998,0.7318050476613928,5.333992395002528,0.26690097361298676
1988,Formation,PNG,Papua New Guinea,0,11,4,15,528.0,0.0,0.0,0.0,0.0,0.0,0.2587999999999999,0.5643412823767135,5.333992395002528,0.4335567648933041
1992,Maturity,PNG,Papua New Guinea,0,13,4,16,573.0,0.0,0.0,0.0,0.0,0.0,-0.5544000000000002,0.3648441791411712,5.333992395002528,0.632091340664557
1996,Maturity,PNG,Papua New Guinea,0,11,3,11,604.0,0.0,0.0,0.0,0.0,0.0,-0.18190000000000017,0.45464997476006597,5.333992395002528,0.5427188372756426
2000,Maturity,PNG,Papua New Guinea,0,5,3,5,667.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2004,Maturity,PNG,Papua New Guinea,0,4,3,6,669.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2008,Maturity,PNG,Papua New Guinea,0,7,5,9,673.0,0.0,0.0,0.0,0.0,0.0,2.3259,0.9109994707531521,5.333992395002528,0.08857112224119706
2012,Maturity,PNG,Papua New Guinea,0,8,5,8,670.0,0.0,0.0,0.0,0.0,0.0,1.9192999999999998,0.8720603542543337,5.333992395002528,0.12732236649296322
2016,Maturity,PNG,Papua New Guinea,0,8,6,8,682.0,0.0,0.0,0.0,0.0,0.0,2.3599999999999994,0.9137258055040833,5.333992395002528,0.08585794142599754
2020,Maturity,PNG,Papua New Guinea,0,8,5,8,761.0,0.0,0.0,0.0,0.0,0.0,1.9192999999999998,0.8720603542543337,5.333992395002528,0.12732236649296322
2024,Maturity,PNG,Papua New Guinea,0,7,5,7,738.0,0.0,0.0,0.0,0.0,0.0,2.3259,0.9109994707531521,5.333992395002528,0.08857112224119706
1984,Formation,RWA,Rwanda,0,3,1,6,492.0,0.0,0.0,0.0,0.0,0.0,2.1895,0.899302636772851,5.333992395002528,0.10021152169804554
1988,Formation,RWA,Rwanda,0,6,1,7,528.0,0.0,0.0,0.0,0.0,0.0,0.9696999999999999,0.7250596973880862,5.333992395002528,0.27361377912855495
1992,Maturity,RWA,Rwanda,0,10,2,8,573.0,0.0,0.0,0.0,0.0,0.0,-0.21599999999999997,0.44620897705079826,5.333992395002528,0.5511191091197755
1996,Maturity,RWA,Rwanda,0,4,1,4,604.0,0.0,0.0,0.0,0.0,0.0,1.7828999999999997,0.8560545879058464,5.333992395002528,0.14325090871414461
2000,Maturity,RWA,Rwanda,0,5,2,5,667.0,0.0,0.0,0.0,0.0,0.0,1.817,0.860205761297488,5.333992395002528,0.139119763775717
2004,Maturity,RWA,Rwanda,0,5,2,5,669.0,0.0,0.0,0.0,0.0,0.0,1.817,0.860205761297488,5.333992395002528,0.139119763775717
2008,Maturity,RWA,Rwanda,0,4,2,4,673.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2012,Maturity,RWA,Rwanda,0,7,4,7,670.0,0.0,0.0,0.0,0.0,0.0,1.8851999999999998,0.8682072682536348,5.333992395002528,0.1311568622432886
2016,Maturity,RWA,Rwanda,0,7,3,7,682.0,0.0,0.0,0.0,0.0,0.0,1.4444999999999997,0.8091505351217405,5.333992395002528,0.18992866027252356
2020,Maturity,RWA,Rwanda,0,5,3,5,761.0,0.0,0.0,0.0,0.0,0.0,2.2577,0.9053126549625738,5.333992395002528,0.09423050045852735
2024,Maturity,RWA,Rwanda,0,7,4,8,738.0,0.0,0.0,0.0,0.0,0.0,1.8851999999999998,0.8682072682536348,5.333992395002528,0.1311568622432886
1996,Maturity,SKN,Saint Kitts and Nevis,0,10,1,5,604.0,0.0,0.0,0.0,0.0,0.0,-0.6567,0.3414812999013426,5.333992395002528,0.6553414994059498
2000,Maturity,SKN,Saint Kitts and Nevis,0,2,1,4,667.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2004,Maturity,SKN,Saint Kitts and Nevis,0,2,1,2,669.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2008,Maturity,SKN,Saint Kitts and Nevis,0,4,1,5,673.0,0.0,0.0,0.0,0.0,0.0,1.7828999999999997,0.8560545879058464,5.333992395002528,0.14325090871414461
2012,Maturity,SKN,Saint Kitts and Nevis,0,4,1,3,670.0,0.0,0.0,0.0,0.0,0.0,1.7828999999999997,0.8560545879058464,5.333992395002528,0.14325090871414461
2016,Maturity,SKN,Saint Kitts and Nevis,0,6,1,4,682.0,0.0,0.0,0.0,0.0,0.0,0.9696999999999999,0.7250596973880862,5.333992395002528,0.27361377912855495
2020,Maturity,SKN,Saint Kitts and Nevis,0,2,1,2,761.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2024,Maturity,SKN,Saint Kitts and Nevis,0,3,2,3,738.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
1988,Formation,VIN,Saint Vincent and the Grenadines,0,6,1,6,528.0,0.0,0.0,0.0,0.0,0.0,0.9696999999999999,0.7250596973880862,5.333992395002528,0.27361377912855495
1992,Maturity,VIN,Saint Vincent and the Grenadines,0,6,1,5,573.0,0.0,0.0,0.0,0.0,0.0,0.9696999999999999,0.7250596973880862,5.333992395002528,0.27361377912855495
1996,Maturity,VIN,Saint Vincent and the Grenadines,0,8,1,6,604.0,0.0,0.0,0.0,0.0,0.0,0.15649999999999975,0.5390453401590825,5.333992395002528,0.4587306600299267
2000,Maturity,VIN,Saint Vincent and the Grenadines,0,4,2,4,667.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2004,Maturity,VIN,Saint Vincent and the Grenadines,0,3,2,3,669.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2008,Maturity,VIN,Saint Vincent and the Grenadines,0,2,1,2,673.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2012,Maturity,VIN,Saint Vincent and the Grenadines,0,3,2,3,670.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2016,Maturity,VIN,Saint Vincent and the Grenadines,0,4,2,4,682.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2020,Maturity,VIN,Saint Vincent and the Grenadines,0,3,2,3,761.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2024,Maturity,VIN,Saint Vincent and the Grenadines,0,4,2,4,738.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
1996,Maturity,STP,Sao Tome and Principe,0,2,1,2,604.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2000,Maturity,STP,Sao Tome and Principe,0,2,1,2,667.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2004,Maturity,STP,Sao Tome and Principe,0,2,1,2,669.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2008,Maturity,STP,Sao Tome and Principe,0,3,2,4,673.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2012,Maturity,STP,Sao Tome and Principe,0,2,1,2,670.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2016,Maturity,STP,Sao Tome and Principe,0,3,2,3,682.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2020,Maturity,STP,Sao Tome and Principe,0,3,2,3,761.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2024,Maturity,STP,Sao Tome and Principe,0,3,3,3,738.0,0.0,0.0,0.0,0.0,0.0,3.0709,0.9556763112387718,5.333992395002528,0.04410983719617096
1980,Formation,SEY,Seychelles,0,11,2,15,454.0,0.0,0.0,0.0,0.0,0.0,-0.6226,0.3491903532154106,5.333992395002528,0.6476696404942972
1984,Formation,SEY,Seychelles,0,9,2,15,492.0,0.0,0.0,0.0,0.0,0.0,0.19059999999999966,0.5475062682684024,5.333992395002528,0.45031055394532044
1992,Maturity,SEY,Seychelles,0,11,4,18,573.0,0.0,0.0,0.0,0.0,0.0,0.2587999999999999,0.5643412823767135,5.333992395002528,0.4335567648933041
1996,Maturity,SEY,Seychelles,0,9,5,9,604.0,0.0,0.0,0.0,0.0,0.0,1.5126999999999997,0.8194610020502738,5.333992395002528,0.17966793896649505
2000,Maturity,SEY,Seychelles,0,9,5,9,667.0,0.0,0.0,0.0,0.0,0.0,1.5126999999999997,0.8194610020502738,5.333992395002528,0.17966793896649505
2004,Maturity,SEY,Seychelles,0,9,7,10,669.0,0.0,0.0,0.0,0.0,0.0,2.3940999999999995,0.916376291153833,5.333992395002528,0.08322024375757799
2008,Maturity,SEY,Seychelles,0,9,6,9,673.0,0.0,0.0,0.0,0.0,0.0,1.9533999999999994,0.8758169041942027,5.333992395002528,0.12358394103926201
2012,Maturity,SEY,Seychelles,0,6,4,6,670.0,0.0,0.0,0.0,0.0,0.0,2.2918,0.90819563775754,5.333992395002528,0.09136142738993933
2016,Maturity,SEY,Seychelles,0,10,6,10,682.0,0.0,0.0,0.0,0.0,0.0,1.5467999999999997,0.8244510717780579,5.333992395002528,0.174701945173067
2020,Maturity,SEY,Seychelles,0,5,4,6,761.0,0.0,0.0,0.0,0.0,0.0,2.6984,0.9369321655598715,5.333992395002528,0.06276354669971854
2024,Maturity,SEY,Seychelles,0,3,2,3,738.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
1968,Formation,SLE,Sierra Leone,0,3,2,4,386.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
1980,Formation,SLE,Sierra Leone,0,14,2,16,454.0,0.0,0.0,0.0,0.0,0.0,-1.8424000000000003,0.1367676959801592,5.333992395002528,0.8590674074513933
1984,Formation,SLE,Sierra Leone,0,7,2,6,492.0,0.0,0.0,0.0,0.0,0.0,1.0037999999999998,0.7318050476613928,5.333992395002528,0.26690097361298676
1988,Formation,SLE,Sierra Leone,0,12,4,14,528.0,0.0,0.0,0.0,0.0,0.0,-0.14780000000000015,0.46311711729033167,5.333992395002528,0.5342925467532369
1992,Maturity,SLE,Sierra Leone,0,11,1,12,573.0,0.0,0.0,0.0,0.0,0.0,-1.0633,0.25667932563873197,5.333992395002528,0.7397343237213687
1996,Maturity,SLE,Sierra Leone,0,14,3,10,604.0,0.0,0.0,0.0,0.0,0.0,-1.4017000000000004,0.19754648569075878,5.333992395002528,0.7985818613688661
2000,Maturity,SLE,Sierra Leone,0,3,2,3,667.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2004,Maturity,SLE,Sierra Leone,0,2,1,2,669.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2008,Maturity,SLE,Sierra Leone,0,3,2,3,673.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
2012,Maturity,SLE,Sierra Leone,0,2,1,2,670.0,0.0,0.0,0.0,0.0,0.0,2.5961,0.9306101601331909,5.333992395002528,0.06905504990980614
2016,Maturity,SLE,Sierra Leone,0,4,2,4,682.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
2020,Maturity,SLE,Sierra Leone,0,4,3,4,761.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
2024,Maturity,SLE,Sierra Leone,0,4,3,4,738.0,0.0,0.0,0.0,0.0,0.0,2.6643,0.9348869120799613,5.333992395002528,0.06479893230378528
1984,Formation,SOL,Solomon Islands,0,3,2,3,492.0,0.0,0.0,0.0,0.0,0.0,2.6302,0.9327800907762442,5.333992395002528,0.06689558868112354
1988,Formation,SOL,Solomon Islands,0,4,4,5,528.0,0.0,0.0,0.0,0.0,0.0,3.1049999999999995,0.9570985196432062,5.333992395002528,0.04269449061893609
1992,Maturity,SOL,Solomon Islands,0,1,1,1,573.0,0.0,0.0,0.0,0.0,0.0,3.0027,0.9526959548619061,5.333992395002528,0.04707581404160707
1996,Maturity,SOL,Solomon Islands,0,4,2,4,604.0,0.0,0.0,0.0,0.0,0.0,2.2236,0.9023488708878078,5.333992395002528,0.09717998495939524
